bodyPart,kor_bodyPart,equipment,kor_equipment,gifUrl,id,name,kor_name,target,kor_target
lower legs,다리 하부,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0284.gif,284,donkey calf raise,동키 칼프 라이즈,calves,종아리
chest,가슴,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/1275.gif,1275,drop push up,드롭 푸시 업,pectorals,가슴
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0285.gif,285,dumbbell alternate biceps curl,덤벨 알터나이트 비셉스 컬,biceps,이두근
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/2403.gif,2403,dumbbell alternate biceps curl (with arm blaster),덤벨 알터나이트 비셉스 컬 (위드 암 블라스터),biceps,이두근
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/1646.gif,1646,dumbbell alternate hammer preacher curl,덤벨 알터나이트 해머 프리처 컬,biceps,이두근
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/1647.gif,1647,dumbbell alternate preacher curl,덤벨 알터나이트 프리처 컬,biceps,이두근
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/1648.gif,1648,dumbbell alternate seated hammer curl,덤벨 알터나이트 시트 해머 컬,biceps,이두근
shoulders,어깨,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0286.gif,286,dumbbell alternate side press,덤벨 알터나이트 사이드 프레스,delts,삼각근
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/1649.gif,1649,dumbbell alternating bicep curl with leg raised on exercise ball,덤벨 알터나이팅 비셉 컬 위드 레그 라즈 온 엑서사이즈 볼,biceps,이두근
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/1650.gif,1650,dumbbell alternating seated bicep curl on exercise ball,덤벨 알터나이팅 시트 비셉 컬 온 엑서사이즈 볼,biceps,이두근
shoulders,어깨,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/2137.gif,2137,dumbbell arnold press,덤벨 아널드 프레스,delts,삼각근
shoulders,어깨,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0287.gif,287,dumbbell arnold press v. 2,덤벨 아널드 프레스 브이. 2,delts,삼각근
chest,가슴,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0288.gif,288,dumbbell around pullover,덤벨 어라운드 풀오버,pectorals,가슴
chest,가슴,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0289.gif,289,dumbbell bench press,덤벨 벤치 프레스,pectorals,가슴
shoulders,어깨,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0290.gif,290,dumbbell bench seated press,덤벨 벤치 시트 프레스,delts,삼각근
upper legs,다리 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0291.gif,291,dumbbell bench squat,덤벨 벤치 스쾃,glutes,둔근
back,등,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0293.gif,293,dumbbell bent over row,덤벨 벤트 오버 로,upper back,등 상부
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/1651.gif,1651,dumbbell bicep curl lunge with bowling motion,덤벨 비셉 컬 런지 위드 볼링 모션,biceps,이두근
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/1652.gif,1652,dumbbell bicep curl on exercise ball with leg raised,덤벨 비셉 컬 온 엑서사이즈 볼 위드 레그 라즈,biceps,이두근
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/1653.gif,1653,dumbbell bicep curl with stork stance,덤벨 비셉 컬 위드 스토크 스탠스,biceps,이두근
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0294.gif,294,dumbbell biceps curl,덤벨 비셉스 컬,biceps,이두근
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/2401.gif,2401,dumbbell biceps curl (with arm blaster),덤벨 비셉스 컬 (위드 암 블라스터),biceps,이두근
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/1654.gif,1654,dumbbell biceps curl reverse,덤벨 비셉스 컬 리버스,biceps,이두근
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/1655.gif,1655,dumbbell biceps curl squat,덤벨 비셉스 컬 스쾃,biceps,이두근
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/1656.gif,1656,dumbbell biceps curl v sit on bosu ball,덤벨 비셉스 컬 브이 시트 온 보수 볼,biceps,이두근
cardio,유산소,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/1201.gif,1201,dumbbell burpee,덤벨 버피,cardiovascular system,심혈관계
upper legs,다리 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0295.gif,295,dumbbell clean,덤벨 클린,glutes,둔근
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/1731.gif,1731,dumbbell close grip press,덤벨 클로스 그립 프레스,triceps,삼두근
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0296.gif,296,dumbbell close-grip press,덤벨 클로스 그립 프레스,triceps,삼두근
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0297.gif,297,dumbbell concentration curl,덤벨 콘센트레이션 컬,biceps,이두근
upper legs,다리 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/3635.gif,3635,dumbbell contralateral forward lunge,덤벨 콘트롤라테랄 포워드 런지,glutes,둔근
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0298.gif,298,dumbbell cross body hammer curl,덤벨 크로스 바디 해머 컬,biceps,이두근
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/1657.gif,1657,dumbbell cross body hammer curl v. 2,덤벨 크로스 바디 해머 컬 브이. 2,biceps,이두근
shoulders,어깨,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0299.gif,299,dumbbell cuban press,덤벨 쿠반 프레스,delts,삼각근
shoulders,어깨,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/2136.gif,2136,dumbbell cuban press v. 2,덤벨 쿠반 프레스 브이. 2,delts,삼각근
upper legs,다리 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0300.gif,300,dumbbell deadlift,덤벨 데드리프트,glutes,둔근
chest,가슴,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0301.gif,301,dumbbell decline bench press,덤벨 데클린 벤치 프레스,pectorals,가슴
chest,가슴,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0302.gif,302,dumbbell decline fly,덤벨 데클린 플라이,pectorals,가슴
chest,가슴,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0303.gif,303,dumbbell decline hammer press,덤벨 데클린 해머 프레스,pectorals,가슴
chest,가슴,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/1276.gif,1276,dumbbell decline one arm fly,덤벨 데클린 원 암 플라이,pectorals,가슴
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/1617.gif,1617,dumbbell decline one arm hammer press,덤벨 데클린 원 암 해머 프레스,triceps,삼두근
back,등,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0305.gif,305,dumbbell decline shrug,덤벨 데클린 슈러그,traps,승모근
back,등,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0304.gif,304,dumbbell decline shrug v. 2,덤벨 데클린 슈러그 브이. 2,traps,승모근
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0306.gif,306,dumbbell decline triceps extension,덤벨 데클린 트리셉스 익스텐션,triceps,삼두근
chest,가슴,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0307.gif,307,dumbbell decline twist fly,덤벨 데클린 트위스트 플라이,pectorals,가슴
lower arms,팔 하부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/1437.gif,1437,dumbbell finger curls,덤벨 핑거 컬스,forearms,팔뚝
chest,가슴,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0308.gif,308,dumbbell fly,덤벨 플라이,pectorals,가슴
chest,가슴,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/1277.gif,1277,dumbbell fly on exercise ball,덤벨 플라이 온 엑서사이즈 볼,pectorals,가슴
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/1732.gif,1732,dumbbell forward lunge triceps extension,덤벨 포워드 런지 트리셉스 익스텐션,triceps,삼두근
shoulders,어깨,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0310.gif,310,dumbbell front raise,덤벨 프런트 라이즈,delts,삼각근
shoulders,어깨,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0309.gif,309,dumbbell front raise v. 2,덤벨 프런트 라이즈 브이. 2,delts,삼각근
shoulders,어깨,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0311.gif,311,dumbbell full can lateral raise,덤벨 풀 캔 라테랄 라이즈,delts,삼각근
upper legs,다리 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/1760.gif,1760,dumbbell goblet squat,덤벨 고블릿 스쾃,quads,대퇴사두근
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0313.gif,313,dumbbell hammer curl,덤벨 해머 컬,biceps,이두근
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/1659.gif,1659,dumbbell hammer curl on exercise ball,덤벨 해머 컬 온 엑서사이즈 볼,biceps,이두근
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0312.gif,312,dumbbell hammer curl v. 2,덤벨 해머 컬 브이. 2,biceps,이두근
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/2402.gif,2402,dumbbell hammer curls (with arm blaster),덤벨 해머 컬스 (위드 암 블라스터),biceps,이두근
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/1664.gif,1664,dumbbell high curl,덤벨 하이 컬,biceps,이두근
chest,가슴,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/3545.gif,3545,dumbbell incline alternate press,덤벨 인클라인 알터나이트 프레스,pectorals,가슴
chest,가슴,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0314.gif,314,dumbbell incline bench press,덤벨 인클라인 벤치 프레스,pectorals,가슴
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0315.gif,315,dumbbell incline biceps curl,덤벨 인클라인 비셉스 컬,biceps,이두근
chest,가슴,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0316.gif,316,dumbbell incline breeding,덤벨 인클라인 브리딩,pectorals,가슴
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0318.gif,318,dumbbell incline curl,덤벨 인클라인 컬,biceps,이두근
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0317.gif,317,dumbbell incline curl v. 2,덤벨 인클라인 컬 브이. 2,biceps,이두근
chest,가슴,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0319.gif,319,dumbbell incline fly,덤벨 인클라인 플라이,pectorals,가슴
chest,가슴,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/1278.gif,1278,dumbbell incline fly on exercise ball,덤벨 인클라인 플라이 온 엑서사이즈 볼,pectorals,가슴
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0320.gif,320,dumbbell incline hammer curl,덤벨 인클라인 해머 컬,biceps,이두근
chest,가슴,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0321.gif,321,dumbbell incline hammer press,덤벨 인클라인 해머 프레스,pectorals,가슴
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/1618.gif,1618,dumbbell incline hammer press on exercise ball,덤벨 인클라인 해머 프레스 온 엑서사이즈 볼,triceps,삼두근
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0322.gif,322,dumbbell incline inner biceps curl,덤벨 인클라인 이너 비셉스 컬,biceps,이두근
chest,가슴,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/1279.gif,1279,dumbbell incline one arm fly,덤벨 인클라인 원 암 플라이,pectorals,가슴
chest,가슴,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/1280.gif,1280,dumbbell incline one arm fly on exercise ball,덤벨 인클라인 원 암 플라이 온 엑서사이즈 볼,pectorals,가슴
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/1619.gif,1619,dumbbell incline one arm hammer press,덤벨 인클라인 원 암 해머 프레스,triceps,삼두근
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/1620.gif,1620,dumbbell incline one arm hammer press on exercise ball,덤벨 인클라인 원 암 해머 프레스 온 엑서사이즈 볼,triceps,삼두근
shoulders,어깨,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0323.gif,323,dumbbell incline one arm lateral raise,덤벨 인클라인 원 암 라테랄 라이즈,delts,삼각근
chest,가슴,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/1281.gif,1281,dumbbell incline one arm press,덤벨 인클라인 원 암 프레스,pectorals,가슴
chest,가슴,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/1282.gif,1282,dumbbell incline one arm press on exercise ball,덤벨 인클라인 원 암 프레스 온 엑서사이즈 볼,pectorals,가슴
chest,가슴,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0324.gif,324,dumbbell incline palm-in press,덤벨 인클라인 팜 인 프레스,pectorals,가슴
chest,가슴,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/1283.gif,1283,dumbbell incline press on exercise ball,덤벨 인클라인 프레스 온 엑서사이즈 볼,pectorals,가슴
shoulders,어깨,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0325.gif,325,dumbbell incline raise,덤벨 인클라인 라이즈,delts,삼각근
shoulders,어깨,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0326.gif,326,dumbbell incline rear lateral raise,덤벨 인클라인 리어 라테랄 라이즈,delts,삼각근
back,등,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0327.gif,327,dumbbell incline row,덤벨 인클라인 로,upper back,등 상부
chest,가슴,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0328.gif,328,dumbbell incline shoulder raise,덤벨 인클라인 숄더 라이즈,serratus anterior,앞톱니근
back,등,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0329.gif,329,dumbbell incline shrug,덤벨 인클라인 슈러그,traps,승모근
shoulders,어깨,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/3542.gif,3542,dumbbell incline t-raise,덤벨 인클라인 티 라이즈,delts,삼각근
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0330.gif,330,dumbbell incline triceps extension,덤벨 인클라인 트리셉스 익스텐션,triceps,삼두근
chest,가슴,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0331.gif,331,dumbbell incline twisted flyes,덤벨 인클라인 트위스테드 플라이스,pectorals,가슴
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/1733.gif,1733,dumbbell incline two arm extension,덤벨 인클라인 투 암 익스텐션,triceps,삼두근
back,등,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/3541.gif,3541,dumbbell incline y-raise,덤벨 인클라인 와이 라이즈,upper back,등 상부
shoulders,어깨,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0332.gif,332,dumbbell iron cross,덤벨 아이언 크로스,delts,삼각근
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0333.gif,333,dumbbell kickback,덤벨 킥백,triceps,삼두근
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/1734.gif,1734,dumbbell kickbacks on exercise ball,덤벨 킥백스 온 엑서사이즈 볼,triceps,삼두근
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/1660.gif,1660,dumbbell kneeling bicep curl exercise ball,덤벨 닐링 비셉 컬 엑서사이즈 볼,biceps,이두근
shoulders,어깨,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0334.gif,334,dumbbell lateral raise,덤벨 라테랄 라이즈,delts,삼각근
shoulders,어깨,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0335.gif,335,dumbbell lateral to front raise,덤벨 라테랄 투 프런트 라이즈,delts,삼각근
upper legs,다리 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0336.gif,336,dumbbell lunge,덤벨 런지,glutes,둔근
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/1658.gif,1658,dumbbell lunge with bicep curl,덤벨 런지 위드 비셉 컬,biceps,이두근
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0337.gif,337,dumbbell lying  extension (across face),덤벨 라잉 익스텐션 (아크로스 페이스),triceps,삼두근
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/1729.gif,1729,dumbbell lying alternate extension,덤벨 라잉 알터나이트 익스텐션,triceps,삼두근
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0338.gif,338,dumbbell lying elbow press,덤벨 라잉 엘보 프레스,triceps,삼두근
shoulders,어깨,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0863.gif,863,dumbbell lying external shoulder rotation,덤벨 라잉 엑스터널 숄더 로테이션,delts,삼각근
